U,L
"Wait, what?",closed.question
And look behind you!,exclamation
All right. Cool. Yeah.,relax.atmosphere
"Thanks, Spider-Man. Spider-Man, a su servicio.",relax.atmosphere
Thank you.,use.social.convention
"Hey, man. What's up, little man?",use.social.convention
New Spider-Man.,use.social.convention
"Yeah. Yeah, I'm the new Spider-Man.",use.social.convention
Check it out.,give.statement
Whoa!,exclamation
That was part of the move.,give.statement
"Okay, let's do this one last time, yeah?",closed.question
For real this time. This is it.,give.statement
My name is Miles Morales.,use.social.convention
I was bitten by a radioactive spider.,recall
"And for like two days,",recall
I've been the one and only Spider-Man.,recall
I think you know the rest.,inner.dialogue
I finished my essay.,recall
Saved a bunch of people.,recall
Got hit by a drone.,recall
I did this with my dad.,recall
Met my roommate. Finally.,recall
Slapped a sticker where my dad's never gonna find it.,recall
"And when I feel alone,",inner.dialogue
"like no one understands what I'm going through,",inner.dialogue
I remember my friends who get it.,inner.dialogue
I never thought I'd be able to do any of this stuff.,inner.dialogue
But I can.,inner.dialogue
Anyone can wear the mask.,give.opinion
You could wear the mask.,give.opinion
"If you didn't know that before, I hope you do now.",inner.dialogue
'Cause I'm Spider-Man.,inner.dialogue
And I'm not the only one.,inner.dialogue
Not by a long shot.,inner.dialogue
Needless to say I keep her in check,misc
She was all bad-bad Nevertheless,misc
"Callin' it quits now Baby, I'm a wreck",misc
Miles. Miles!,exclamation
You got a minute?,closed.question
Stepped out of my zone My zone,misc
I had to get out all alone All alone,misc
And figure it out on my own My own,misc
And I know what I really want now,misc
Can't stop me Can't break me,misc
What don't kill me Gon' make me,misc
Shoot for the stars No safety,misc
And now I see clear in HD,misc
Gotta go hard Gotta go hard,misc
I ain't got time to waste I ain't got time,misc
I gotta go high Gotta go high,misc
I gotta elevate I gotta elevate,misc
They wanna fight They wanna fight,misc
I'm just gon' let 'em hate I'm just gon' let 'em hate,misc
I gotta go high Gotta go high,misc
I gotta elevate I gotta elevate,misc
You gotta choose a side You gotta choose a side,misc
You better keep You better do what's right,misc
Or you gonna lose the fight,misc
You gonna Gotta go hard,misc
Gotta choose a side,misc
I'm gonna elevate,misc
You better Gotta go high,misc
You better do what's right I gotta elevate,misc
Heroes never die,misc
I'm a web slinger to a gunslinger,misc
No millimeter this is my arena,misc
I'm the black widow with the best stinger,misc
And I'll make you scream like a bad singer,misc
I'm everything that you wanna be plus more,misc
Since there's no heroes anymore,misc
Jump out the window him with the mask on,misc
Who the bad man that our man gotta bash on?,misc
"Oh, we'll never link up blink and you will see us",misc
Young prince 'bout to ink up see me in the NYC,misc
You can never swing by me,misc
"Oh, we'll never link up blink and you will see us",misc
Young prince 'bout to ink up see me in the NYC,misc
"Home of the B.I.G., yo",misc
They just slander me I just plan to be,misc
Something powerful for my family,misc
Tried to balance life and my sanity,misc
Show a different side of humanity,misc
"So amazing, keep upraising",misc
Save you from a home invasion,misc
Chasing robbers from the bank,misc
You facing friendly neighborhood Spider-Man,misc
Gotta go hard,misc
I ain't got time to waste I ain't got time,misc
I gotta go high Gotta go high,misc
I gotta elevate I gotta elevate,misc
They wanna fight They wanna fight,misc
I'm just gon' let 'em hate I'm just gon' let 'em hate,misc
I gotta go high Gotta go high,misc
I gotta elevate I gotta elevate,misc
"Okay, I fight crime Through the nighttime",misc
When the lights shine I go python,misc
I'm falling on my last lifeline,misc
There's no way in my right mind,misc
My city up on my back tight,misc
How can I possibly act right?,misc
I'm Robin Hood I'm the black knight,misc
I know you heard 'bout my last fight,misc
'Cause I win over and over again,misc
Battling evil I'm hoping to win,misc
Fighting my demons I'm nice for a reason,misc
Enticed with the bleeding I'm showing my sins,misc
How can you expect me to stay sane?,misc
Protect me my technique go X speed,misc
On highways and Jet Skis,misc
"Look, I ain't got no time to be hanging around nobody",misc
Trying to figure out if they good or evil,misc
I'm fighting the crime saving your lives,misc
One at a time I'm killing the rhymes,misc
I do it for the people,misc
I'm Peter Parker running through The Six,misc
With a bag full of tricks You better choose a side,misc
I think I lost the battle but I will not lose,misc
I can promise you I will not lose this time,misc
I did it all independent now we winning,misc
I got my homeys cooking in the kitchen,misc
We gon' have to win and give us the business,misc
The world is mine and you gon' have to pay me Gattention,misc
I did everything that I did on my own,misc
I'm the only one for real there can never be a clone,misc
Better talk to me nice better watch your tone,misc
And I'm putting on for my home slice,misc
So I gotta go hard,misc
I gotta elevate I gotta elevate,misc
*SPIDER-MAN Into The Spider-Verse*,misc
Sync corrections  by  srjanapala,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
"I went from boy to a man, Why?",misc
Officer sure had to Stand down,misc
But I had to make A perfect plan,misc
"I'm on a wave Brave, brave",misc
I had to fight For the city For the city,misc
I had to fight for people For the people,misc
You gotta do What all leaders do Go,misc
Everyone here we been needing you You,misc
I know you can be a hero 'Cause I seen you do it,misc
This is the time we needed you You,misc
Everyone is here to see you move -Move,misc
"We want it, we want it, we want it We want it",misc
We put our wallet away Wallet,misc
And every time each one of you,misc
"Through the city You were saving the day, go",misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up,misc
We gotta fight for the town Town,misc
Now there's no feelings allowed Allowed,misc
Everyone cheer in the crowd,misc
Bought 'em so well I'm over the clouds Clouds,misc
We gotta fight for the city City,misc
Competition was lethal Lethal,misc
"Honestly, it's no biggie Biggie",misc
I had to do what all leaders do Leaders do,misc
"Uh-oh They don't want it, man",misc
Uh-oh They don't wanna know,misc
"Promise, uh-oh They don't want it, man",misc
Uh-oh They don't wanna know,misc
"Promise, uh-oh They don't want it, man",misc
"Uh-oh, they can't Handle my powers Powers",misc
They always hate on us,misc
But they can't do it without us,misc
"Yeah, yeah Yeah, yeah",misc
We gotta clean up These city streets Streets,misc
We don't accept defeat 'feat,misc
We keep on going Until we win Win,misc
"Yeah, yeah Yeah, yeah",misc
All of 'em weak in the knees Knees,misc
Scary how lights When they freeze Freeze,misc
"Well, we keep on going until we win Win",misc
"Yeah, yeah Yeah, yeah",misc
We are the way up Up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up Up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up Up,misc
"Yeah, yeah Yeah, yeah",misc
We are the way up Up,misc
Well,misc
Ha!,misc
This morning I woke up,misc
In a fortress of distortion,misc
I'm at war with my emotions,misc
I'm at war with they enforce me,misc
"Trying to fight for what's right, and got sidetracked",misc
Where your mind at? Never mind that,misc
Got me thinking a blink you swim and you sinking,misc
"You wouldn't, you leave me here for my loaded weapon",misc
I still owe my brother my present protection,misc
"My prayer, my sights So I'm doing what's right",misc
And I ask you no questions Questions,misc
I wanna be home-free Homefree,misc
Where's one that was lonely Lonely,misc
But I'm ready and waiting Waiting,misc
For my day of salvation and I'm patient,misc
"Ohhh whoa, Ohhh whoa",misc
"I'm coming home, now Now",misc
I'm coming home,misc
"Ohhh whoa, Ohhh whoa",misc
My rebel lone yell Yell,misc
My rebel lone Lone,misc
They looking for saviors I'm looking for safety,misc
They never gonna break me take me,misc
"Down on my knees, believe",misc
I'm never gonna beg or plead,misc
I never say never but I guarantee,misc
Gather my strength goin' hard in the paint,misc
Paint some more pictures put on display,misc
I'm a get they don't get them my check,misc
Can't take me down now Now,misc
My feet on the ground now,misc
Punchin' 'em on down now,misc
Say it out loud now,misc
Say it out loud Are you ready for war?,misc
"Ohhh whoa, Ohhh whoa",misc
I'm coming home now Now,misc
I'm coming home,misc
"Ohhh whoa, Ohhh whoa",misc
My rebel lone yell Yell,misc
My rebel lone Lone,misc
"Ohhh whoa, Ohhh whoa",misc
"Ohhh whoa, Ohhh whoa",misc
"Ohhh whoa, Ohhh whoa",misc
"Oh, Spidey-bells Spidey-bells",misc
Swinging through Midtown,misc
"Oh, what fun to sling a web",misc
And take the bad guys down,misc
"Spidey-bells, Spidey-bells",misc
Quipping all the time,misc
"Oh, what fun to swing around",misc
New York While fighting crime,misc
Swinging through the streets,misc
On a web of spider silk,misc
Kicking all the butts,misc
Of villains and their ilk,misc
Bombs from Goblins fling Fling,misc
Pumpkins blooming bright Bright,misc
How hard it is To consistently bring,misc
Peace to New York all night,misc
"Oh, Spidey-bells Might be swell",misc
To do more than fight crime,misc
I got a lot of qualities That don't get much airtime,misc
"I can sing, I can dance I tell jokes, I act",misc
"I get big, big, big deal",misc
If my agent called me back,misc
Why did I agree,misc
To do this stupid song?,misc
I have a degree,misc
In chemical engineering,misc
You're a bit late.,misc
We can't all be everywhere at once.,misc
Little text might've been nice.,misc
I was gone for less than two hours. What happened?,misc
Okay. Okay. I know what it looks like.,misc
"But here's the good news. Oh, here we go.",misc
The multiverse didn't collapse.,misc
"Oh, cool! Little touch and go.",misc
But it worked out.,misc
Great story. Did you finish the goober?,misc
It's not a goober. It's a gizmo.,misc
Do you always have to call me out?,misc
It's just really frustrating and bums me out.,misc
"Don't get excited, Miguel.",misc
It's just a prototype. Not excited.,misc
But you could be the first person,misc
to make an autonomous multiverse jump.,misc
Or the last.,misc
Okay. So we're just gonna roll the dice on this?,misc
"So, what you do you say, pal? Where you want to go first?",misc
Let's start at the beginning one last time.,misc
Earth '67.,misc
Whoa! What the?,misc
I'm Spider-Man.,misc
I need you to come with me. Who the heck are you?,misc
I-I just told you Listen. Listen I'm from the future.,misc
How dare you point at me! You were pointing first.,misc
It's rude to point. You're being very rude.,misc
You're not believing I'm not Which one pointed first?,misc
Spider-Man pointed first. Obviously.,misc
You're pointing at me right now. I'm not pointing.,misc
What you say? Look at you You're pointing.,misc
Look at your finger. Look at. I'm just Pointing at,misc
your finger right now. Which is different. Then normal,misc
You're pointing pointing. You haven't seen.,misc
You're accusing me. Pointing,misc
of pointing while you're at you. Then No.,misc
